Makeup_Type,Brand,Product_Name,Shade_Name,Shade_Description,Finish,Undertone,Image,Image Link,,,,,,,Price
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Elegance,frosted peachy champagne gold,high-shine finish,Warm,,https://drive.google.com/file/d/1q_FNwlteeEYnu0-xtrGxtYH2kKVil5ht/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Serpentine,frosted col emerald green,high-shine finish,Cool,,https://drive.google.com/file/d/1i_4ByWE09bVxBLcSIEEK5b5Offodt_8v/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Suzaku,frosted warm cherry red,high-shine finish,Warm,,https://drive.google.com/file/d/1qfLTXGQTsq1k4MltXREC120t2slPtAP1/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Gold Bar,frosted champagne gold,high-shine finish,Warm,,https://drive.google.com/file/d/1FnL9_jDhXYJf9_lTcHCwMYzB4R8moyQa/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Pegasus,frosted color-shifting lilac & seafoam green,high-shine finish,"Cool, Neutral",,https://drive.google.com/file/d/1c2DqdPd-6lO0FIR-lgONPfoJN3Hz7hsW/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Legacy,frosted color-shifting very light seafoam green & pink shimmers,high-shine finish,Neutral,,https://drive.google.com/file/d/1UWwNuJHoGjxVqUKhIxa5FzRw0QJsLNCo/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Steal,frosted teal,high-shine finish,Cool,,https://drive.google.com/file/d/1BHEH_7dJbu00LgRuCi1MI3zsFJg2LLel/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Royce,frosted color-shifting dark rose gold & yellow gold,high-shine finish,Warm,,https://drive.google.com/file/d/10z1G0unshLE1BLMzXmaqPg_dAE8nTsAj/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Heart,frosted peach gold,high-shine finish,Warm,,https://drive.google.com/file/d/1jYbU7cQWU1G-X0BMScdIy1bRAeFFi6_C/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Mavi,frosted dark peach gold,high-shine finish,Warm,,https://drive.google.com/file/d/1Ia2m8wHzTr1eIoJozJWzSqRCPi01xcGv/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Ice Crystal,frosted light blue,high-shine finish,Cool,,https://drive.google.com/file/d/1e5UAA6XsxZgmxNswqEplomW0Qo4Wh0Fq/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Spring Fling,frosted light green,high-shine finish,Cool,,https://drive.google.com/file/d/1HCGKHLsTNxq6uiWHK56OYzRTJQkxbgf1/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Mystique,frosted dark violet,high-shine finish,Cool,,https://drive.google.com/file/d/1FsY5cvbjRbUy7u8-gQutubZbX2_By4DI/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Citrus,frosted bright orange,high-shine finish,Warm,,https://drive.google.com/file/d/1eeTyDSeeuxwX0F8FTHX4eKAFglA218Na/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Majestic,frosted magenta,high-shine finish,Cool,,https://drive.google.com/file/d/1R7lWWv4QkoPbO255FPHhS84GazZ4esa7/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Cosmic,frosted color-shifting lilac & periwinkle shimmers,high-shine finish,Cool,,https://drive.google.com/file/d/1jy_FjwRuT4-HNPyJiXyqeeu3artYPdvn/view?usp=drive_link,,,,,,,149
eyeshadow,GRWM Cosmetics,Face Card Shadowplay - Frost Eyeshadow,Stardust,frosted lemon yellow,high-shine finish,Warm,,https://drive.google.com/file/d/1K6WjKhMdPdwRQWttR9cRO9HAOcoiJjm2/view?usp=drive_link,,,,,,,149
